"","song","artist","WeekID","Peak.Position","Weeks.on.Chart","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","Month","Season","artist.pop"
"2774","The Impossible","Joe Nichols",2002-06-01,95,21,0.355,0.621,245573,0.523,3.51e-06,9,0.084,-6.563,1,0.032,78.037,4,0.138,6,"Summer",0
"2775","The Invitation","50 Cent",2009-12-05,97,1,0.035,0.409,174467,0.951,0,6,0.071,-2.505,0,0.467,83.853,4,0.422,12,"Winter",4
"2776","The Language","Drake",2013-10-12,89,20,0.012,0.831,224013,0.651,0,1,0.081,-8.363,1,0.437,120.064,4,0.502,10,"Fall",4
"2777","The Lazy Song","Bruno Mars",2010-10-23,98,27,0.332,0.738,190213,0.804,0,11,0.279,-3.851,1,0.0621,174.943,4,0.949,10,"Fall",1
"2778","The Light","Common",2000-08-05,75,19,0.038,0.935,261693,0.729,0,7,0.092,-4.508,1,0.262,96.95,4,0.622,8,"Summer",0
"2779","The Long Goodbye","Brooks & Dunn",2001-12-22,75,20,0.299,0.49,242382,0.638,6.86e-06,8,0.104,-5.806,1,0.0307,145.409,4,0.547,12,"Winter",4
"2780","The Long Way","Brett Eldredge",2018-02-17,93,12,0.265,0.488,208720,0.637,0,10,0.106,-7.63,1,0.0401,88.865,4,0.23,2,"Winter",3
"2781","The Love Song","Jeff Bates",2003-05-24,73,12,0.317,0.519,245200,0.458,0,8,0.106,-6.433,1,0.0296,130.02,4,0.362,5,"Spring",0
"2782","The Lucky One","Faith Hill",2006-04-08,93,9,0.055,0.677,216427,0.864,0,5,0.351,-4.062,1,0.0319,119.981,4,0.69,4,"Spring",2
"2783","The Man","Aloe Blacc",2013-12-28,85,20,0.033,0.308,254880,0.769,0,11,0.214,-7.256,0,0.065,81.853,4,0.488,12,"Winter",0
"2784","The Man Who Can't Be Moved","The Script",2010-08-21,96,6,0.425,0.609,241467,0.629,0,10,0.098,-5.024,1,0.0264,99.955,4,0.325,8,"Summer",1
"2785","The Moment I Knew","Taylor Swift",2013-01-26,64,1,0.157,0.62,285560,0.521,3.9e-06,7,0.1,-7.217,1,0.0315,125.941,4,0.281,1,"Winter",26
"2786","The Night Is Still Young","Nicki Minaj",2015-05-23,98,17,0.002,0.656,227560,0.692,0.00305,1,0.128,-6.145,0,0.0563,128.016,4,0.693,5,"Spring",2
"2787","The Night We Met","Lord Huron",2017-05-06,99,4,0.968,0.441,208227,0.379,0.262,2,0.639,-9.545,1,0.0449,174.118,3,0.105,5,"Spring",0
"2788","The One","Backstreet Boys",2000-05-27,58,15,0.064,0.664,226900,0.922,0,5,0.169,-5.072,0,0.0345,110.021,4,0.63,5,"Spring",4
"2789","The One","Gary Allan",2002-05-18,70,20,0.565,0.592,259760,0.594,0.00361,8,0.05,-9.017,1,0.0334,136.104,4,0.68,5,"Spring",2
"2790","The One","The Chainsmokers",2017-04-22,91,2,0.238,0.76,177573,0.303,8.09e-06,2,0.294,-11.362,1,0.0284,99.991,4,0.15,4,"Spring",1
"2791","The One That Got Away","Jake Owen",2012-08-25,93,20,0.034,0.576,194173,0.865,5.32e-05,0,0.252,-3.288,1,0.0407,119.913,4,0.535,8,"Summer",3
"2792","The One That Got Away","Katy Perry",2011-10-29,94,24,0.001,0.687,227333,0.792,0,1,0.2,-4.023,0,0.0353,133.962,4,0.864,10,"Fall",7
"2793","The One You Love","Paulina Rubio",2002-10-26,99,3,0.058,0.585,227600,0.893,0,5,0.129,-3.899,1,0.0365,91.888,4,0.639,10,"Fall",1
"2794","The Only Exception","Paramore",2010-06-12,90,20,0.144,0.452,267653,0.563,0,4,0.143,-6.607,1,0.0272,137.715,3,0.209,6,"Summer",5
"2795","The Other Side","Jason Derulo",2013-05-04,75,21,0.052,0.561,226987,0.836,0,9,0.136,-3.939,1,0.1,127.923,4,0.517,5,"Spring",3
"2796","The Outsider","A Perfect Circle",2004-05-15,100,5,0,0.293,246006,0.839,0.753,6,0.051,-6.384,1,0.0777,141.539,3,0.444,5,"Spring",1
"2797","The Outsiders","Eric Church",2013-11-09,51,7,0.267,0.483,252893,0.807,6.97e-05,7,0.097,-5.229,1,0.0644,79.959,4,0.311,11,"Fall",5
"2798","The Phoenix","Fall Out Boy",2013-04-13,80,1,0.001,0.562,244960,0.964,1.57e-06,4,0.579,-2.991,0,0.072,138.063,4,0.41,4,"Spring",1
"2799","The Plan","G-Eazy",2017-12-02,96,1,0.003,0.826,250293,0.597,0,1,0.156,-7.807,1,0.432,118.044,4,0.35,12,"Winter",1
"2800","The Pretender","Foo Fighters",2007-08-25,56,20,0.001,0.433,269373,0.959,0,9,0.028,-4.04,1,0.0431,172.984,4,0.365,8,"Summer",1
"2801","The Quittin' Kind","Joe Diffie",2000-01-01,98,6,0.03,0.595,207467,0.904,4.43e-05,7,0.397,-4.803,1,0.0355,102.002,4,0.6,1,"Winter",1
"2802","The Race","Tay-K",2017-08-26,70,19,0.003,0.766,140000,0.606,0,9,0.166,-6.064,1,0.456,160.223,4,0.352,8,"Summer",0
"2803","The Real Slim Shady","Eminem",2000-05-06,70,19,0.033,0.95,284500,0.659,0,5,0.045,-4.287,0,0.0586,104.498,4,0.77,5,"Spring",1
"2804","The Real Thing","Bo Bice",2006-03-25,98,16,0.071,0.494,201667,0.87,2.98e-05,2,0.08,-4.33,1,0.0413,146.882,4,0.504,3,"Spring",0
"2805","The Reason","Hoobastank",2004-03-20,62,38,0.013,0.447,232800,0.668,0,4,0.152,-4.683,1,0.0294,82.904,4,0.07,3,"Spring",0
"2806","The Red","Chevelle",2002-11-30,77,20,0.001,0.509,238400,0.843,0.000803,1,0.348,-3.318,0,0.0488,140.055,3,0.332,11,"Fall",0
"2807","The Remedy (I Won't Worry)","Jason Mraz",2003-05-03,70,28,0.04,0.589,256441,0.867,0,10,0.306,-4.523,1,0.0385,94.519,4,0.795,5,"Spring",0
"2808","The Riddle","Five For Fighting",2006-07-29,96,18,0.327,0.59,227027,0.562,0,10,0.135,-5.8,1,0.029,119.429,4,0.271,7,"Summer",1
"2809","The Ringer","Eminem",2018-09-15,8,4,0.031,0.939,337941,0.551,0,1,0.192,-9.126,1,0.291,118.552,4,0.42,9,"Fall",1
"2810","The Rising","Bruce Springsteen",2002-08-03,52,11,0.065,0.498,287100,0.766,0,10,0.089,-6.361,1,0.0327,110.191,4,0.324,8,"Summer",0
"2811","The Rock Show","Blink-182",2001-07-28,74,9,0,0.41,171600,0.959,0,9,0.077,-4.563,1,0.0869,193.155,4,0.83,7,"Summer",2
"2812","The Seashores Of Old Mexico","George Strait",2006-04-29,86,7,0.164,0.496,251333,0.579,0.000679,6,0.335,-7.429,0,0.0336,156.953,3,0.499,4,"Spring",5
"2813","The Shock Of The Lightning","Oasis",2008-10-25,93,1,0,0.329,299947,0.953,0.549,11,0.302,-2.416,0,0.0869,136.929,4,0.037,10,"Fall",0
"2814","The Show Goes On","Lupe Fiasco",2010-11-27,92,33,0.019,0.591,239613,0.889,0,7,0.155,-3.839,1,0.115,143.067,4,0.65,11,"Fall",0
"2815","The Sound Of Silence","Disturbed",2016-03-12,88,20,0.468,0.322,248467,0.28,1.1e-06,6,0.102,-9.367,0,0.0281,85.794,4,0.175,3,"Spring",0
"2816","The Space Between","Dave Matthews Band",2001-05-19,79,23,0.092,0.412,242533,0.746,0,9,0.204,-5.589,1,0.0336,170.155,4,0.2,5,"Spring",2
"2817","The Story","Sara Ramirez",2011-04-16,69,1,0.044,0.504,225347,0.41,0.00123,11,0.108,-5.86,1,0.0288,98.022,4,0.134,4,"Spring",0
"2818","The Story Of Us","Taylor Swift",2010-11-13,98,12,0.005,0.543,265667,0.818,0.000368,4,0.036,-3.611,1,0.0398,139.898,4,0.683,11,"Fall",14
"2819","The Talkin' Song Repair Blues","Alan Jackson",2005-07-09,100,2,0.325,0.469,180373,0.607,0,2,0.295,-12.6,1,0.257,202.038,4,0.59,7,"Summer",5
"2820","The Time (Dirty Bit)","The Black Eyed Peas",2010-11-27,12,20,0.077,0.829,307640,0.787,4.86e-06,6,0.528,-7.798,0,0.0714,127.983,4,0.499,11,"Fall",5
"2821","The Trouble With Girls","Scotty McCreery",2011-09-24,98,18,0.367,0.549,229573,0.492,0,10,0.11,-7.141,1,0.0288,132.016,4,0.327,9,"Fall",1
"2822","The Truth","Jason Aldean",2009-11-21,91,20,0.234,0.496,238413,0.577,2.4e-06,9,0.109,-5.305,1,0.0257,143.014,4,0.381,11,"Fall",4
"2823","The Truth About Men","Tracy Byrd",2003-07-05,79,5,0.066,0.648,178867,0.777,0,5,0.344,-5.46,1,0.0323,145.889,4,0.895,7,"Summer",1
"2824","The Voice Within","Christina Aguilera",2003-11-29,62,16,0.556,0.484,304013,0.439,0,2,0.251,-5.995,1,0.0336,69.945,4,0.157,11,"Fall",2
"2825","The Walker","Fitz And The Tantrums",2014-03-15,93,12,0.004,0.77,233133,0.801,0.00281,9,0.052,-4.182,0,0.0336,130.76,4,0.725,3,"Spring",0
"2826","The Way","Jill Scott",2001-07-07,84,20,0.018,0.555,381300,0.44,0.0045205,1,0.404,-11.171,1,0.0494,133.511,4,0.372,7,"Summer",1
"2827","The Way I Am","Charlie Puth",2018-09-08,87,7,0.314,0.755,186080,0.769,2.38e-06,10,0.063,-5.658,0,0.186,114.966,4,0.642,9,"Fall",3
"2828","The Way I Am","Eminem",2000-08-26,87,10,0.134,0.81,290773,0.861,0,4,0.31,-3.024,0,0.24,87.338,4,0.311,8,"Summer",2
"2829","The Way I Am","Ingrid Michaelson",2007-10-13,100,20,0.771,0.877,135387,0.259,8.98e-06,5,0.108,-9.302,1,0.0427,119.989,4,0.32,10,"Fall",0
"2830","The Way I Loved You","Taylor Swift",2008-11-29,72,1,0.041,0.433,244227,0.7,0,5,0.115,-3.709,1,0.0336,160.927,4,0.398,11,"Fall",5
"2831","The Way That I Love You","Ashanti",2008-03-22,88,18,0.026,0.561,267680,0.897,0.000551,3,0.062,-4.011,0,0.111,79.687,4,0.527,3,"Spring",0
"2832","The Way You Love Me","Faith Hill",2000-03-11,80,56,0.127,0.627,186067,0.716,0,2,0.034,-7.175,1,0.0352,101.99,4,0.734,3,"Spring",1
"2833","The Weekend","Brantley Gilbert",2017-01-21,95,20,0.05,0.511,187760,0.812,1.64e-06,6,0.083,-4.763,0,0.0464,81.992,4,0.692,1,"Winter",3
"2834","The Weekend","SZA",2017-08-19,89,24,0.241,0.487,272187,0.366,0,8,0.126,-9.405,0,0.0531,68.191,5,0.161,8,"Summer",0
"2835","The Widow","The Mars Volta",2005-03-19,97,2,0.616,0.225,350880,0.695,0.00515,9,0.297,-5.899,0,0.0397,101.068,3,0.105,3,"Spring",0
"2836","The Wind","Zac Brown Band",2012-07-14,99,11,0.221,0.688,176800,0.947,0,6,0.284,-4.097,1,0.0544,136.031,4,0.878,7,"Summer",6
"2837","The World","Brad Paisley",2006-05-06,100,20,0.33,0.446,241666,0.948,0.001151,4,0.099,-6.306,1,0.0528,176.786,4,0.883,5,"Spring",3
"2838","The Worst","Jhene Aiko",2014-02-22,87,20,0.237,0.524,254493,0.417,1.19e-06,1,0.139,-9.283,0,0.0578,93.59,4,0.109,2,"Winter",0
"2839","The Zephyr Song","Red Hot Chili Peppers",2002-11-09,70,14,0.013,0.725,231933,0.803,3.66e-05,2,0.089,-4.083,1,0.0337,117.391,4,0.403,11,"Fall",3
"2840","Then","Brad Paisley",2009-04-04,35,20,0.512,0.493,321640,0.643,2.42e-05,0,0.209,-5.19,1,0.0299,144.717,4,0.3,4,"Spring",4
"2841","There Goes My Baby","Charlie Wilson",2009-05-16,98,2,0.085,0.596,207627,0.827,0,5,0.382,-4.455,1,0.0541,81.019,4,0.662,5,"Spring",0
"2842","There Goes My Baby","Usher",2010-03-06,100,25,0.179,0.613,282333,0.515,0,9,0.11,-8.085,0,0.0912,116.178,4,0.262,3,"Spring",3
"2843","There Goes My Life","Kenny Chesney",2003-11-08,78,20,0.037,0.581,301053,0.446,7.45e-06,4,0.293,-9.236,1,0.0316,135.793,4,0.249,11,"Fall",4
"2844","There Is No Arizona","Jamie O'Neal",2000-12-23,72,20,0.259,0.474,237173,0.633,0,8,0.098,-5.951,0,0.0405,167.96,4,0.321,12,"Winter",0
"2845","There It Is","Ginuwine",2001-04-07,82,10,0.14,0.603,300773,0.739,0,2,0.912,-3.356,1,0.153,106.052,4,0.212,4,"Spring",2
"2846","There You Are","Martina McBride",2000-09-09,79,13,0.631,0.482,206573,0.348,0,7,0.13,-9.876,1,0.0313,73.001,4,0.14,9,"Fall",3
"2847","There You Go","P!nk",2000-03-04,25,32,0.09,0.828,206040,0.873,0,10,0.046,-5.811,0,0.0858,107.885,4,0.673,3,"Spring",0
"2848","There's Nothing Holdin' Me Back","Shawn Mendes",2017-05-13,44,34,0.38,0.866,199440,0.813,0,11,0.078,-4.063,0,0.0554,121.998,4,0.969,5,"Spring",6
"2849","These Are My People","Rodney Atkins",2007-06-23,94,20,0.032,0.558,213653,0.896,0,0,0.528,-3.687,1,0.0545,90.064,4,0.63,6,"Summer",2
"2850","These Days","Rascal Flatts",2002-10-05,67,20,0.146,0.381,302093,0.752,8.4e-06,7,0.37,-4.832,1,0.0427,81.968,4,0.326,10,"Fall",0
"2851","These Words","Natasha Bedingfield",2005-07-02,100,20,0.032,0.734,216360,0.635,0,5,0.081,-7.03,1,0.0816,96.99,4,0.931,7,"Summer",0
"2852","They Don't Know","Jason Aldean",2017-08-19,87,12,0.021,0.434,195307,0.921,0.00209,10,0.116,-2.248,0,0.0688,171.945,4,0.426,8,"Summer",7
"2853","Thinkin Bout You","Frank Ocean",2012-07-28,85,28,0.41,0.716,200747,0.35,0.00134,0,0.093,-11.094,1,0.0537,129.842,4,0.178,7,"Summer",0
"2854","Thinking About You","Norah Jones",2007-02-17,82,2,0.605,0.65,197280,0.299,0.0118,8,0.219,-10.76,1,0.03,123.597,4,0.294,2,"Winter",0
"2855","Thinking Of You","Katy Perry",2009-01-31,79,15,0.002,0.431,246410,0.803,0,4,0.331,-4.459,1,0.0364,147.048,4,0.309,1,"Winter",2
"2856","Thinking Out Loud","Ed Sheeran",2014-10-25,69,58,0.474,0.781,281560,0.445,0,2,0.184,-6.061,1,0.0295,78.998,4,0.591,10,"Fall",4
"2857","This","Darius Rucker",2010-10-30,92,20,0.121,0.625,218867,0.826,0,4,0.158,-5.037,1,0.0325,99.919,4,0.699,10,"Fall",5
"2858","This Ain't A Scene, It's An Arms Race","Fall Out Boy",2007-02-03,2,20,0.001,0.517,212660,0.888,0,9,0.049,-4.002,1,0.0498,150.053,4,0.44,2,"Winter",2
"2859","This Ain't No Love Song","Trace Adkins",2010-10-30,100,6,0.087,0.511,200680,0.881,0.000353,4,0.127,-4.876,1,0.057,159.977,4,0.554,10,"Fall",3
"2860","This Ain't Nothin'","Craig Morgan",2010-07-03,97,13,0.153,0.353,242227,0.532,0,6,0.124,-5.318,1,0.0306,149.71,4,0.282,7,"Summer",4
"2861","This Could Be Us","Rae Sremmurd",2015-06-27,94,20,0.275,0.718,206307,0.692,0,5,0.118,-5.06,0,0.148,142.992,4,0.721,6,"Summer",2
"2862","This I Promise You","'N Sync",2000-09-30,68,26,0.354,0.55,284760,0.587,0,2,0.128,-6.279,1,0.0329,165.975,4,0.466,9,"Fall",2
"2863","This Is Country Music","Brad Paisley",2011-01-08,65,15,0.126,0.507,311640,0.669,0.000263,2,0.111,-5.104,1,0.0275,88.525,4,0.484,1,"Winter",4
"2864","This Is Gospel","Panic! At The Disco",2013-08-31,87,1,0.002,0.572,187187,0.912,1.2e-06,7,0.102,-4.875,1,0.0707,156.073,4,0.606,8,"Summer",1
"2865","This Is How A Heart Breaks","Rob Thomas",2005-07-16,98,20,0.002,0.605,230960,0.913,0,0,0.081,-4.345,1,0.0376,139.941,4,0.665,7,"Summer",1
"2866","This Is How We Do","Big Tymers",2003-11-01,98,3,0.028,0.94,271488,0.74,3.98e-05,2,0.052,-4.163,1,0.15,101.032,4,0.745,11,"Fall",1
"2867","This Is How We Do","Katy Perry",2014-08-16,88,18,0.02,0.69,204285,0.636,0,9,0.147,-6.028,0,0.0457,96,4,0.8,8,"Summer",7
"2868","This Is It","Scotty McCreery",2018-12-22,96,2,0.254,0.557,230973,0.511,0,8,0.099,-6.788,1,0.0291,156.042,4,0.602,12,"Winter",1
"2869","This Is Me","Dream",2001-05-12,67,20,0.063,0.662,192493,0.926,3.28e-06,8,0.308,-5.202,1,0.156,78.053,4,0.918,5,"Spring",0
"2870","This Is My Now","Jordin Sparks",2007-06-09,15,4,0.199,0.467,230627,0.56,0,6,0.094,-5.37,1,0.0287,147.905,4,0.179,6,"Summer",0
"2871","This Is The Night","Clay Aiken",2003-06-28,1,16,0.137,0.53,211960,0.562,1.22e-06,11,0.225,-8.314,1,0.0275,98.994,4,0.332,6,"Summer",0
"2872","This Is War","Thirty Seconds To Mars",2009-12-26,72,1,0.066,0.404,326983,0.723,1.91e-06,6,0.233,-5.26,1,0.0571,160.048,4,0.225,12,"Winter",2
"2873","This Is Why I'm Hot","Mims",2007-02-03,87,23,0.277,0.621,253707,0.6,0,8,0.495,-6.349,1,0.576,80.021,4,0.485,2,"Winter",0
"2874","This Kiss","Carly Rae Jepsen",2012-09-29,86,1,0.011,0.737,228867,0.873,0.00269,0,0.317,-4.289,1,0.036,127.998,4,0.697,9,"Fall",1
"2875","This Love","Maroon 5",2004-02-14,66,43,0.056,0.714,206200,0.859,0,5,0.118,-4.634,0,0.0372,95.034,4,0.755,2,"Winter",1
"2876","This Ole Boy","Craig Morgan",2012-04-07,92,9,0.065,0.579,262867,0.899,2.1135e-05,11,0.054,-3.565,1,0.0588,114.106,4,0.714,4,"Spring",2
"2877","This One's For The Girls","Martina McBride",2003-08-09,73,20,0.111,0.608,243667,0.824,3.67e-06,8,0.196,-4.611,1,0.0382,126.931,4,0.617,8,"Summer",4
"2878","This Time Around","Hanson",2000-04-22,22,7,0.07,0.31,257373,0.874,0,1,0.144,-5.09,1,0.115,163.86,4,0.359,4,"Spring",2
"2879","This Town","Niall Horan",2016-10-15,63,22,0.72,0.678,232852,0.401,0,6,0.118,-8.408,0,0.0312,111.855,4,0.194,10,"Fall",0
"2880","This Woman Needs","SHeDAISY",2000-02-05,82,9,0.072,0.483,199750,0.557,0,7,0.324,-8.361,1,0.0277,99.327,3,0.138,2,"Winter",2
"2881","Thoia Thoing","R. Kelly",2003-07-19,70,20,0.27,0.583,221253,0.634,3.9e-05,1,0.072,-5.25,1,0.3085,86.31,4,0.943,7,"Summer",3
"2882","Thong Song","Sisqo",2000-01-29,74,28,0.132,0.701,253733,0.885,0.000197,2,0.066,-6.81,1,0.0614,121.54,4,0.741,1,"Winter",0
"2883","Three","Future & Young Thug",2017-11-11,100,1,0.008,0.725,159400,0.692,0,5,0.091,-5.742,0,0.257,169.025,4,0.298,11,"Fall",0
"2884","Three Wooden Crosses","Randy Travis",2003-04-05,73,20,0.479,0.528,201253,0.524,0,1,0.086,-8.595,1,0.0344,158.093,4,0.407,4,"Spring",0
"2885","Through Glass","Stone Sour",2006-08-19,87,26,0.042,0.545,282947,0.753,0,3,0.389,-4.618,0,0.036,105.754,4,0.434,8,"Summer",0
"2886","Through The Fire And Flames","DragonForce",2008-01-19,86,5,0.002,0.113,441560,0.951,0.00718,0,0.334,-4.743,0,0.129,200.024,4,0.139,1,"Winter",0
"2887","Through The Rain","Mariah Carey",2002-12-28,84,9,0.759,0.508,288640,0.318,0,8,0.184,-9.911,1,0.0365,122.04,4,0.141,12,"Winter",1
"2888","Through The Wire","Kanye West",2003-11-29,94,21,0.008,0.548,221227,0.75,2.81e-06,7,0.166,-6.229,1,0.284,82.811,4,0.617,11,"Fall",0
"2889","Thru Your Phone","Cardi B",2018-04-21,50,3,0.17,0.837,188524,0.549,0,0,0.057,-5.722,1,0.167,121.954,4,0.209,4,"Spring",1
"2890","Thunder","Boys Like Girls",2008-07-12,88,13,0.223,0.508,236680,0.821,0,2,0.316,-5.279,1,0.0395,75.057,4,0.463,7,"Summer",1
"2891","Thunder","Imagine Dragons",2017-05-20,70,51,0.007,0.605,187147,0.822,0.134,0,0.147,-4.833,1,0.0438,167.997,4,0.288,5,"Spring",3
"2892","Ticks","Brad Paisley",2007-04-14,40,20,0.033,0.624,272040,0.796,3.66e-05,4,0.108,-6.312,1,0.0288,94.434,4,0.718,4,"Spring",3
"2893","Tighten Up","The Black Keys",2010-11-06,93,4,0.001,0.504,211080,0.705,4.12e-06,6,0.453,-6.179,0,0.0665,108.965,4,0.567,11,"Fall",0
"2894","TiK ToK","Ke$ha",2009-10-24,79,38,0.099,0.755,199693,0.837,0,2,0.289,-2.718,0,0.142,120.028,4,0.714,10,"Fall",0
"2895","Til It's Gone","Kenny Chesney",2014-11-15,100,14,0.005,0.499,250533,0.822,0.000197,4,0.272,-7.122,1,0.049,86.481,4,0.499,11,"Fall",6
"2896","Til My Last Day","Justin Moore",2012-09-29,98,20,0.038,0.577,234027,0.761,0,9,0.116,-5.34,1,0.0358,104.991,4,0.599,9,"Fall",3
"2897","Time Is Love","Josh Turner",2012-04-14,91,25,0.087,0.655,200373,0.826,0.000209,2,0.084,-4.828,1,0.0433,111.986,4,0.616,4,"Spring",3
"2898","Times Like These","Foo Fighters",2003-03-08,75,20,0,0.377,265560,0.908,1.4e-05,4,0.241,-3.793,0,0.0899,144.563,4,0.265,3,"Spring",1
"2899","Tin Man","Miranda Lambert",2017-04-22,75,1,0.861,0.425,259280,0.372,0.0148,0,0.073,-10.92,1,0.03,79.456,4,0.292,4,"Spring",2
"2900","Title","Meghan Trainor",2015-01-10,100,1,0.343,0.779,174733,0.754,2.6e-06,5,0.096,-4.358,1,0.0966,89.998,4,0.883,1,"Winter",3
"2901","Today","Brad Paisley",2016-10-29,95,11,0.539,0.347,229338,0.632,0.00226,2,0.121,-6.998,1,0.0381,74.257,3,0.285,10,"Fall",4
"2902","Toes","Zac Brown Band",2009-08-08,95,20,0.655,0.8,262773,0.759,0,11,0.09,-5.398,1,0.0378,129.979,4,0.821,8,"Summer",2
"2903","Tongue Tied","Grouplove",2011-12-17,78,20,0.008,0.56,218013,0.936,0,3,0.161,-5.835,1,0.0439,112.96,4,0.371,12,"Winter",0
"2904","Tonight","Jonas Brothers",2008-08-16,89,4,0.001,0.465,209707,0.954,2.79e-05,4,0.313,-4.536,1,0.0833,155.899,4,0.756,8,"Summer",2
"2905","Tonight I Wanna Cry","Keith Urban",2005-12-31,86,20,0.88,0.579,259507,0.385,2.17e-06,7,0.164,-7.885,1,0.0256,103.779,4,0.145,12,"Winter",6
"2906","Tonight Tonight","Hot Chelle Rae",2011-04-30,93,30,0.076,0.686,200467,0.783,0,4,0.163,-4.977,1,0.119,99.978,4,0.814,4,"Spring",0
"2907","Too Bad","Nickelback",2002-03-16,79,20,0.003,0.598,232240,0.808,0,10,0.147,-5.209,1,0.0388,128.025,4,0.288,3,"Spring",1
"2908","Too Close","Alex Clare",2012-04-07,75,44,0.014,0.579,256560,0.731,0,11,0.113,-4.16,0,0.0452,126.07,4,0.284,4,"Spring",0
"2909","Too Good At Goodbyes","Sam Smith",2017-09-30,5,23,0.615,0.661,201000,0.373,0,5,0.177,-8.249,1,0.0505,91.5,4,0.523,9,"Fall",2
"2910","Too Little Too Late","Barenaked Ladies",2001-04-07,86,4,0.031,0.497,203773,0.987,0.00463,9,0.123,-0.884,1,0.098,144.013,4,0.455,4,"Spring",3
"2911","Too Much","Drake",2013-10-12,64,1,0.173,0.637,261853,0.569,0,6,0.18,-5.858,1,0.55,140.269,4,0.148,10,"Fall",4
"2912","Too Much Of A Good Thing","Alan Jackson",2004-08-07,66,13,0.034,0.659,185000,0.588,0.00162,2,0.329,-6.07,1,0.0254,108.212,4,0.505,8,"Summer",6
"2913","Too Much To Ask","Niall Horan",2017-10-07,99,11,0.381,0.509,223044,0.538,0,0,0.13,-6.456,1,0.0397,153.711,4,0.178,10,"Fall",2
"2914","Took His Time","Lil Wayne",2018-10-13,65,1,0.144,0.752,262400,0.703,0,5,0.325,-3.417,0,0.213,149.988,4,0.641,10,"Fall",0
"2915","Toothbrush","DNCE",2016-07-02,98,10,0.133,0.558,231813,0.801,0,7,0.392,-5.795,1,0.131,105.006,4,0.831,7,"Summer",1
"2916","Top Of The World","Tim McGraw",2015-10-31,99,13,0.29,0.675,233973,0.791,0,8,0.485,-5.64,1,0.0383,141.217,4,0.943,10,"Fall",4
"2917","Topanga","Trippie Redd",2018-11-10,80,5,0.006,0.755,215364,0.615,1.75e-06,4,0.109,-8.245,1,0.0454,105.955,4,0.039,11,"Fall",1
"2918","Torn","LeToya",2006-05-06,92,20,0.311,0.503,262227,0.872,0,2,0.282,-4.192,1,0.101,152.364,4,0.531,5,"Spring",0
"2919","Tornado","Little Big Town",2012-11-24,97,20,0.046,0.739,223573,0.696,9.61e-05,3,0.107,-5.149,0,0.0247,97.004,4,0.492,11,"Fall",2
"2920","Touch It","Busta Rhymes",2005-12-24,88,23,0.004,0.658,214960,0.551,0.000108,1,0.197,-6.62,1,0.37,138.335,5,0.442,12,"Winter",0
"2921","Touch My Body","Mariah Carey",2008-03-01,57,20,0.12,0.707,205307,0.691,0,4,0.064,-6.945,0,0.0509,78.482,4,0.803,3,"Spring",3
"2922","Touchin On My","3OH!3",2010-06-05,49,2,0.03,0.538,183107,0.876,0,1,0.251,-3.559,1,0.139,83.949,4,0.527,6,"Summer",0
"2923","Tough","Craig Morgan",2007-07-21,94,8,0.392,0.589,194600,0.458,0,8,0.143,-6.596,1,0.0298,133.381,4,0.169,7,"Summer",3
"2924","Tough Little Boys","Gary Allan",2003-08-23,75,20,0.685,0.542,237333,0.397,0.000142,2,0.143,-8.571,1,0.0251,84.221,4,0.239,8,"Summer",2
"2925","Toxic","Britney Spears",2004-01-31,53,20,0.026,0.774,198806,0.842,0.02165,5,0.242,-3.92,0,0.1175,143.025,4,0.924,1,"Winter",0
"2926","Toxic Waste","Trippie Redd",2018-11-24,98,1,0.056,0.728,173129,0.517,1.95e-06,8,0.107,-11.404,1,0.0629,111.974,4,0.379,11,"Fall",2
"2927","Toxicity","System Of A Down",2002-05-04,76,13,0,0.413,218933,0.873,0.0025,8,0.204,-4.151,1,0.0535,116.681,3,0.481,5,"Spring",0
"2928","Trading Places","Usher",2008-11-15,100,17,0,0.696,268240,0.643,1.03e-05,0,0.156,-5.218,1,0.0447,146.005,4,0.332,11,"Fall",1
"2929","Trailerhood","Toby Keith",2010-09-11,97,4,0.246,0.663,173693,0.83,1.41e-06,7,0.285,-4.584,1,0.039,98.022,4,0.866,9,"Fall",3
"2930","Transportin'","Kodak Black",2017-09-09,82,16,0.032,0.804,169345,0.66,0,10,0.103,-4.86,0,0.0726,94.053,4,0.257,9,"Fall",2
"2931","Trap Queen","Fetty Wap",2015-02-07,86,52,0.024,0.746,222093,0.873,0,7,0.354,-3.803,1,0.128,148.075,4,0.817,2,"Winter",0
"2932","Trauma","Meek Mill",2018-12-15,61,1,0.028,0.682,238203,0.639,0,8,0.197,-4.406,1,0.292,89.09,4,0.183,12,"Winter",6
"2933","Travelin' Soldier","Dixie Chicks",2003-02-01,70,10,0.634,0.565,342427,0.323,0,9,0.214,-8.837,1,0.0273,145.904,4,0.501,2,"Winter",5
"2934","Traveller","Chris Stapleton",2015-11-28,87,1,0.068,0.543,222413,0.75,0.0166,2,0.125,-7.071,0,0.0282,88.107,4,0.758,11,"Fall",1
"2935","Treasure","Bruno Mars",2013-06-01,71,23,0.041,0.874,178560,0.692,7.24e-05,5,0.324,-5.28,0,0.0431,116.017,4,0.937,6,"Summer",5
